,id,score,href,fields_title
69,2582439,4.56432,https://api.reliefweb.int/v1/reports/2582439,"Afghanistan: UN expert condemns attacks on journalists, says perpetrators must be brought to justice"
70,2581484,4.56432,https://api.reliefweb.int/v1/reports/2581484,"Afghanistan - Complex Emergency Fact Sheet #2, Fiscal Year (FY) 2018"
71,2735444,4.56432,https://api.reliefweb.int/v1/reports/2735444,Note to Correspondents: United Nations Assistant Secretary-General for Political Affairs Miroslav Jenča completes visit to Afghanistan
72,2705429,4.56432,https://api.reliefweb.int/v1/reports/2705429,The Global Slavery Index 2018
73,3651023,4.56432,https://api.reliefweb.int/v1/reports/3651023,"Security Council Open Debate on “Peace Operations and Human Rights”: Statement by Michelle Bachelet, UN High Commissioner for Human Rights"
74,3660258,4.56432,https://api.reliefweb.int/v1/reports/3660258,Afghanistan: Enabling Health Workers to fight COVID-19 safely and securely
75,3634283,4.56432,https://api.reliefweb.int/v1/reports/3634283,Afghanistan: More challenges for women and girls due to COVID-19
76,3632212,4.56432,https://api.reliefweb.int/v1/reports/3632212,"COVID-19 – Global response Fact Sheet #2, Fiscal Year (FY) 2020 – May 5, 2020"
77,3631738,4.56432,https://api.reliefweb.int/v1/reports/3631738,World leaders must look up from their COVID-19 blinkers – before it’s too late
78,3449753,4.56432,https://api.reliefweb.int/v1/reports/3449753,Making Sanctions Smarter: Safeguarding Humanitarian Action
79,3436078,4.56432,https://api.reliefweb.int/v1/reports/3436078,Save the Children helps relocate lone children from freezing forest camp in Bosnia and Herzegovina
80,3590388,4.56432,https://api.reliefweb.int/v1/reports/3590388,The United States is Leading the Humanitarian and Health Assistance Response to COVID-19
81,3565593,4.56432,https://api.reliefweb.int/v1/reports/3565593,"Afghanistan: UN Official Calls to Include Children’s Rights, Needs in Peace Process"
82,3563853,4.56432,https://api.reliefweb.int/v1/reports/3563853,"Afghanistan - Complex Emergency Fact Sheet #2, Fiscal Year (FY) 2020"
83,3594204,4.56432,https://api.reliefweb.int/v1/reports/3594204,"Pakistan: Food Assistance Fact Sheet - April 2, 2020"
84,3530269,4.56432,https://api.reliefweb.int/v1/reports/3530269,Human Rights Council to hold its forty-third regular session from 24 February to 20 March 2020
85,3396853,4.56432,https://api.reliefweb.int/v1/reports/3396853,Making women’s rights and inclusion a priority in Afghanistan peacemaking
86,3395208,4.56432,https://api.reliefweb.int/v1/reports/3395208,"Pakistan: Food Assistance Fact Sheet - September 30, 2019"
87,3368829,4.56432,https://api.reliefweb.int/v1/reports/3368829,USAID Supports Young Innovators Tackling Agriculture Problems [EN/Dari]
88,3402143,4.56432,https://api.reliefweb.int/v1/reports/3402143,"Many Afghan children are afraid to go outside, new survey by Save the Children finds"
89,3399793,4.56432,https://api.reliefweb.int/v1/reports/3399793,"Women’s Inclusion Critical to Sustainable Peace, Development in Afghanistan, Deputy Secretary-General Says at Group of Friends Launch"
90,3380843,4.56432,https://api.reliefweb.int/v1/reports/3380843,"Conflict, Stability and Security Fund: Afghanistan Demining"
91,3380413,4.56432,https://api.reliefweb.int/v1/reports/3380413,UK aid to help vaccinate more than 400 million children a year against polio
92,3746761,4.56432,https://api.reliefweb.int/v1/reports/3746761,Afghanistan USG Response to Complex Emergency (06/11/21)
93,3736812,4.56432,https://api.reliefweb.int/v1/reports/3736812,Statement on Kabul school bomb attack
94,3815932,4.56432,https://api.reliefweb.int/v1/reports/3815932,Situación de los derechos humanos en el Afganistán y logros de la asistencia técnica en la esfera de los derechos humanos - Informe de la Alta Comisionada de las Naciones Unidas para los Derechos Humanos (A/HRC/49/90)
95,3825050,4.56432,https://api.reliefweb.int/v1/reports/3825050,Situation of human rights in Afghanistan - Report of the United Nations High Commissioner for Human Rights (A/HRC/49/24) (Advance Unedited Version)
96,3824925,4.56432,https://api.reliefweb.int/v1/reports/3824925,49th session of the Human Rights Council Item 2: Annual Report and Oral Update by the High Commissioner for Human Rights on the activities of her Office and recent human rights developments: Statement by Michelle Bachelet
97,3825790,4.56432,https://api.reliefweb.int/v1/reports/3825790,Afghan family in Ukraine forced to flee conflict for second time in eight months
98,3637073,4.56432,https://api.reliefweb.int/v1/reports/3637073,"COVID-19 Rapid Needs Assessment for Individuals under International and Temporary Protection in Zeytinburnu, Istanbul"
99,3612639,4.56432,https://api.reliefweb.int/v1/reports/3612639,Coronavirus Pandemic: An Update from our CEO
100,3635162,4.56432,https://api.reliefweb.int/v1/reports/3635162,UK aid boost for charities fighting coronavirus
101,3889357,4.56432,https://api.reliefweb.int/v1/reports/3889357,The United States has provided more than $1.1 billion to respond to humanitarian crisis in Afghanistan since August 2021
102,3838069,4.56432,https://api.reliefweb.int/v1/reports/3838069,"While Afghans Wait, States and Banks Decrypt the Humanitarian Exception in the Taliban Sanctions Regime"
103,3842093,4.56432,https://api.reliefweb.int/v1/reports/3842093,Afghanistan USG Response to Complex Emergency (04/28/22)
104,3834269,4.56432,https://api.reliefweb.int/v1/reports/3834269,Informe anual de la Representante Especial del Secretario General para la cuestión de los niños y los conflictos armados (A/HRC/37/47)
105,3897565,4.56432,https://api.reliefweb.int/v1/reports/3897565,Mediation is Failing; the WPS Agenda Has a Way Forward
106,3894324,4.56432,https://api.reliefweb.int/v1/reports/3894324,“She would hit her head on the wall continuously”: Afghanistan on the brink of mental health catastrophe as children pushed to the limit
107,3915026,4.56432,https://api.reliefweb.int/v1/reports/3915026,Human Rights Day - Opening statement by HC Volker Türk
108,3915532,4.56432,https://api.reliefweb.int/v1/reports/3915532,Briefing Paper: Strengthening responses to conflict-related sexual violence against boys deprived of their liberty in situations of armed conflict
109,3911998,4.56432,https://api.reliefweb.int/v1/reports/3911998,School attack “another blow” for children in Afghanistan
110,3918953,4.56432,https://api.reliefweb.int/v1/reports/3918953,ACBAR condemns the decision of suspending women from universities in Kabul
111,3918525,4.56432,https://api.reliefweb.int/v1/reports/3918525,Save the Children response to Taliban female university student ban
112,3912860,4.56432,https://api.reliefweb.int/v1/reports/3912860,"Operational Update: Sending 20.5 Million Defined Daily Doses of Medication to Eight Countries, Including Sri Lanka"
113,3910754,4.56432,https://api.reliefweb.int/v1/reports/3910754,"Comment by UN Rights Office Spokesperson Ravina Shamdasani on corporal punishment in Afghanistan Geneva, 25 November 2022"
114,3860356,4.56432,https://api.reliefweb.int/v1/reports/3860356,"""I thought the world was ending when I saw my family dead"": Afghan children lose entire families in fatal earthquake"
115,3853168,4.56432,https://api.reliefweb.int/v1/reports/3853168,"Visit to Tajikistan - Report of the Special Rapporteur on trafficking in persons, especially women and children, Siobhán Mullally (A/HRC/50/33/Add.1) [EN/RU]"
116,3871331,4.56432,https://api.reliefweb.int/v1/reports/3871331,"Operational Update: Insulin for Sri Lanka, Supporting First Responders in Ukraine, Kentucky Flooding"
117,3864575,4.56432,https://api.reliefweb.int/v1/reports/3864575,"Operational Update: Supporting Healthy Pregnancies in Afghanistan, Continued Aid to Ukraine"
118,3864516,4.56432,https://api.reliefweb.int/v1/reports/3864516,Human Rights Council Concludes Fiftieth Regular Session after Adopting 23 Resolutions and One Decision
119,3908080,4.56432,https://api.reliefweb.int/v1/reports/3908080,Taking Myself out of the Darkness: Afghan Women Human Rights Defenders’ Fight for Recognition
120,3848612,4.56432,https://api.reliefweb.int/v1/reports/3848612,"Comment by Michelle Bachelet, UN High Commissioner for Human Rights, on the dissolution of Afghanistan's Independent Human Rights Commission"
121,3846104,4.56432,https://api.reliefweb.int/v1/reports/3846104,Flash Update #01: Women and Girls in Afghanistan – May 2022
122,3845021,4.56432,https://api.reliefweb.int/v1/reports/3845021,"Almost 10 million children going hungry in Afghanistan as food aid alone fails to the meet tidal wave of need, Save the Children says"
123,3849373,4.56432,https://api.reliefweb.int/v1/reports/3849373,Save the Children’s Response in Afghanistan (April Update) [EN/PS/Dari]
124,3871546,4.56432,https://api.reliefweb.int/v1/reports/3871546,Breaking point: Life for children one year since the Taliban takeover
125,3876502,4.56432,https://api.reliefweb.int/v1/reports/3876502,Three Ways USAID Has Continued to Support the People of Afghanistan
126,3876153,4.56432,https://api.reliefweb.int/v1/reports/3876153,United States announces $80 million commitment to United Nations Food and Agriculture Organization to improve food security and nutrition for vulnerable Afghans
127,3876152,4.56432,https://api.reliefweb.int/v1/reports/3876152,USAID announces new $40 million agreement with UNICEF to increase girls’ and boys’ education opportunities in Afghanistan
128,3876151,4.56432,https://api.reliefweb.int/v1/reports/3876151,United States announces $30 million commitment to advance women's and girls’ rights in Afghanistan
129,3886041,4.56432,https://api.reliefweb.int/v1/reports/3886041,"For Newly Arrived Afghanis, Prenatal Care, Vaccinations, and Open Arms"
130,3873823,4.56432,https://api.reliefweb.int/v1/reports/3873823,KSRelief monthly bulletin: July 2022
131,3883854,4.56432,https://api.reliefweb.int/v1/reports/3883854,Situation of human rights in Afghanistan - Report of the United Nations High Commissioner for Human Rights (A/HRC/51/6) (Advance Unedited Version) [EN/PS/Dari]
132,2260164,4.56432,https://api.reliefweb.int/v1/reports/2260164,USAID Empowers Young Female Medical Technicians [EN/Dari/PS]
133,2257614,4.56432,https://api.reliefweb.int/v1/reports/2257614,"Millions of Children Caught in Conflict, Victims and Targets of Despicable Harm"
134,2267954,4.56432,https://api.reliefweb.int/v1/reports/2267954,Afghanistan: Infrastructure Fact Sheet - October 2017
135,2503834,4.56432,https://api.reliefweb.int/v1/reports/2503834,Refugees and Migrants at the Western Balkans route: Regional Overview (September - December 2017) - Balkans Migration and Displacement Hub Data and Trends Analysis
136,2521254,4.56432,https://api.reliefweb.int/v1/reports/2521254,Situation of human rights in Afghanistan and technical assistance achievements in the field of human rights: Report of the United Nations High Commissioner for Human Rights (A/HRC/37/45) (Advance Edited Version)
137,2531484,4.56432,https://api.reliefweb.int/v1/reports/2531484,The Slow onset effects of climate change and human rights protection for cross-border migrants (A/HRC/37/CRP.4)
138,2240019,4.56432,https://api.reliefweb.int/v1/reports/2240019,USAID Microfinance Training Program Assists Young Afghan Women Enter Financial Sector [EN/Dari/PS]
139,2220784,4.56432,https://api.reliefweb.int/v1/reports/2220784,"Kabul Urban Water Supply (KUWS), March 2014 - December 2019 | Update July 2017"
140,2410514,4.56432,https://api.reliefweb.int/v1/reports/2410514,"Pakistan - Complex Emergency Fact Sheet #1, Fiscal Year (FY) 2018"
141,2440519,4.56432,https://api.reliefweb.int/v1/reports/2440519,"USAID-OFDA Hydrometeorological Hazards Sector Update, Fiscal Year 2017"
142,2540519,4.56432,https://api.reliefweb.int/v1/reports/2540519,"Pakistan - Complex Emergency Fact Sheet #2, Fiscal Year (FY) 2018"
143,2538894,4.56432,https://api.reliefweb.int/v1/reports/2538894,USAID Donates $25 million to WFP to Support the Most Vulnerable Afghans Affected by Conflict and Natural Disasters [EN/AR]
144,2466374,4.56432,https://api.reliefweb.int/v1/reports/2466374,The War on Children: Time to End Violations Against Children in Armed Conflict
145,2424859,4.56432,https://api.reliefweb.int/v1/reports/2424859,Humanitarian Assistance in Review: South Asia | Fiscal Year (FY) 2008 – 2017
146,2194489,4.56432,https://api.reliefweb.int/v1/reports/2194489,Afghanistan Ministry of Public Health Launches First Data Warehouse for the Health Sector with help from USAID [EN/Dari/PS]
147,2381544,4.56432,https://api.reliefweb.int/v1/reports/2381544,"UK National Action Plan on Women, Peace and Security 2014 to 2017: report to Parliament (December 2017)"
148,2448039,4.56432,https://api.reliefweb.int/v1/reports/2448039,Annual report of the Special Representative of the Secretary-General for Children and Armed Conflict (A/HRC/37/47) [EN/AR]
149,2487379,4.56432,https://api.reliefweb.int/v1/reports/2487379,Saudi Arabia’s Aid to the World Reaches Nearly $33 Billion in 10 years
150,3657710,4.56432,https://api.reliefweb.int/v1/reports/3657710,State department: Update: The United States continues to lead the global response to COVID-19 (29 July 2020)
151,1709326,4.56432,https://api.reliefweb.int/v1/reports/1709326,"Afghanistan: Initiative for Hygiene, Sanitation and Nutrition (IHSAN)"
152,1830599,4.56432,https://api.reliefweb.int/v1/reports/1830599,USAID/OFDA Disaster Risk Reduction (DRR) Programs in East Asia (30 September 2016)
153,1753966,4.56432,https://api.reliefweb.int/v1/reports/1753966,"Vigilance, Cooperation Needed to Beat Resurgent Polio"
154,505519,4.56432,https://api.reliefweb.int/v1/reports/505519,Breath of Fresh Air for Kandahar City
155,494744,4.56432,https://api.reliefweb.int/v1/reports/494744,Afghan Lawyers Defend Media
156,509026,4.56432,https://api.reliefweb.int/v1/reports/509026,Canada reaffirms support for Afghanistan
157,508995,4.56432,https://api.reliefweb.int/v1/reports/508995,Afghans Hear the Story of a Free Press
158,492243,4.56432,https://api.reliefweb.int/v1/reports/492243,Afghan Women Cyber Fight for Rights
159,492842,4.56432,https://api.reliefweb.int/v1/reports/492842,U.S. Government Supports Cross-Border Energy Trade between Tajikistan and Afghanistan
160,491042,4.56432,https://api.reliefweb.int/v1/reports/491042,Improvements in Afghanistan’s Information and Communications Technology Lead to Economic Prosperity
161,491025,4.56432,https://api.reliefweb.int/v1/reports/491025,Central Medical Stores Overhauled
162,484782,4.56432,https://api.reliefweb.int/v1/reports/484782,"UK aid projects in Afghanistan must be overseen more closely, warns watchdog"
163,484774,4.56432,https://api.reliefweb.int/v1/reports/484774,UAE and UK joint drive on education and poverty
164,484621,4.56432,https://api.reliefweb.int/v1/reports/484621,Taming Troubled Waters
165,486583,4.56432,https://api.reliefweb.int/v1/reports/486583,"USAID in Afghanistan: Partnership, Progress, Perseverance"
166,480885,4.56432,https://api.reliefweb.int/v1/reports/480885,Mobile Money Services Customized for Women
167,480814,4.56432,https://api.reliefweb.int/v1/reports/480814,Making It All Work Together
168,478834,4.56432,https://api.reliefweb.int/v1/reports/478834,Green Shoots of Recovery
169,462156,4.56432,https://api.reliefweb.int/v1/reports/462156,New Afghanistan Mortality Survey Indicates Dramatic Declines in Child and Maternal Mortality Rates
170,462064,4.56432,https://api.reliefweb.int/v1/reports/462064,Quality Assurance For Health
171,461910,4.56432,https://api.reliefweb.int/v1/reports/461910,Irrigation Project Pacifies a District
172,447472,4.56432,https://api.reliefweb.int/v1/reports/447472,New Food Testing Laboratory Will Reduce Customs Delays
173,454899,4.56432,https://api.reliefweb.int/v1/reports/454899,Global development podcast: aid and Afghanistan's economy
174,448825,4.56432,https://api.reliefweb.int/v1/reports/448825,Council concludes general debate on Universal Periodic Review and Human Rights situations that require the Council's attention
175,448805,4.56432,https://api.reliefweb.int/v1/reports/448805,Better Irrigation Brings Better Life
176,451098,4.56432,https://api.reliefweb.int/v1/reports/451098,Young Afghan Women Get Professional Skills and Diplomas
177,451097,4.56432,https://api.reliefweb.int/v1/reports/451097,Historic Conference Assembles Afghan Civil Society Leaders To Begin Government Policy Reform Effort
178,451095,4.56432,https://api.reliefweb.int/v1/reports/451095,Electricity Brightens Afghanistan
179,449086,4.56432,https://api.reliefweb.int/v1/reports/449086,Spinsary Brings Peace
180,450530,4.56432,https://api.reliefweb.int/v1/reports/450530,Women Sell Grapes for Export to India
181,449975,4.56432,https://api.reliefweb.int/v1/reports/449975,On the Path to Sustainability
182,520255,4.56432,https://api.reliefweb.int/v1/reports/520255,Afghan and US Governments Encourage the Development of Mobile Money
183,497998,4.56432,https://api.reliefweb.int/v1/reports/497998,Panjshir Youth Dream the Audacity of Hope
184,503086,4.56432,https://api.reliefweb.int/v1/reports/503086,‘Nation-Building is Woman’s Work too’
185,502964,4.56432,https://api.reliefweb.int/v1/reports/502964,52 Parties on Secretary-General's List of Shame on Children and Armed Conflict
186,498327,4.56432,https://api.reliefweb.int/v1/reports/498327,Crisis to Confidence: Helping the Grieving
187,503186,4.56432,https://api.reliefweb.int/v1/reports/503186,La liste des auteurs récalcitrants de violations à l'égard des enfants dans les conflits armés a doublé
188,515692,4.56432,https://api.reliefweb.int/v1/reports/515692,Karez Rehabilitation Changes Life
189,510849,4.56432,https://api.reliefweb.int/v1/reports/510849,Food Lab Helps Afghan Importers
190,510837,4.56432,https://api.reliefweb.int/v1/reports/510837,Historic Kabul Garden is Restored
191,506395,4.56432,https://api.reliefweb.int/v1/reports/506395,Alternative World Drug Report: Counting the Costs of the War on Drugs
192,506132,4.56432,https://api.reliefweb.int/v1/reports/506132,Conseil de sécurité : Ban Ki-moon prône de nouvelles approches pour protéger les civils
193,513787,4.56432,https://api.reliefweb.int/v1/reports/513787,Central Asia’s Border Woes & the Impact of International Assistance
194,513784,4.56432,https://api.reliefweb.int/v1/reports/513784,Avoiding Civilian Casualties: the U.S. Army Lays Out its Guidelines
195,512844,4.56432,https://api.reliefweb.int/v1/reports/512844,Girls’ School Repair Attracts Pupils
196,470176,4.56432,https://api.reliefweb.int/v1/reports/470176,Sharing Leads to Better Health
197,463504,4.56432,https://api.reliefweb.int/v1/reports/463504,Garden Training Enables the Disabled
198,463446,4.56432,https://api.reliefweb.int/v1/reports/463446,"After the Bonn conference, what next for Afghanistan's women?"
199,463207,4.56432,https://api.reliefweb.int/v1/reports/463207,International community reaffirms support for Afghanistan
200,464955,4.56432,https://api.reliefweb.int/v1/reports/464955,Carp Hatchery Supports Fish Farmers
201,464615,4.56432,https://api.reliefweb.int/v1/reports/464615,Double Irrigation Brings Double-Crop
202,464078,4.56432,https://api.reliefweb.int/v1/reports/464078,Lighting Up the Night in Fayzabad
203,465929,4.56432,https://api.reliefweb.int/v1/reports/465929,Solar Power Turns Me On
204,465796,4.56432,https://api.reliefweb.int/v1/reports/465796,Mayor Leads Stabilization Effort
205,466725,4.56432,https://api.reliefweb.int/v1/reports/466725,Orange Means Clean
206,469813,4.56432,https://api.reliefweb.int/v1/reports/469813,"Europe, The Middle East, and Central Asia - Disaster Risk Reduction Fact Sheet #1, Fiscal Year (FY) 2011"
207,469431,4.56432,https://api.reliefweb.int/v1/reports/469431,Capacity Building Bolsters Women
208,469279,4.56432,https://api.reliefweb.int/v1/reports/469279,UNMAS Mine Action Programming Handbook 2012
209,469047,4.56432,https://api.reliefweb.int/v1/reports/469047,Responsible Citizenship in Kabul
210,467520,4.56432,https://api.reliefweb.int/v1/reports/467520,Girls Learn City Skills in Rural Areas
211,467480,4.56432,https://api.reliefweb.int/v1/reports/467480,Benefits of mine clearance are visible in communities
212,462955,4.56432,https://api.reliefweb.int/v1/reports/462955,Afghan Government Fit to Fight HIV
213,462951,4.56432,https://api.reliefweb.int/v1/reports/462951,Female Intern Succeeds
